"","Bacterial Host","Phage_Sequence","Protein_ID","Classified_by_EggNOG_or_PHROGS","COGG_Number","EggNOG_Annotation","PHROGS_Number","PHROGS_Annotation","AMG_or_Moron"
"9698","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00028","0","","","-","-","-"
"9699","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00001","G","2RX5C","Major Facilitator Superfamily","-","-","Potential AMG"
"9700","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00035","Ph","-","-","phrog_641","terminase small subunit","-"
"9701","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00063","Ph","-","-","phrog_7","endolysin","-"
"9702","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00042","Ph","-","-","",NA,"-"
"9703","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00033","LU","COG0758","DNA mediated transformation","-","-","-"
"9704","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00056","S","314BT","unknown","-","-","-"
"9705","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00058","S","4QDRE","","-","-","-"
"9706","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00023","S","2ZF53","unknown","-","-","-"
"9707","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00016","Ph","-","-","phrog_44","single strand DNA binding protein","-"
"9708","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00024","Ph","-","-","phrog_3992","primosomal protein","-"
"9709","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00029","S","2ZTTH","Transcriptional regulatory protein, C terminal","-","-","-"
"9710","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00006","S","33BNF","DNA-binding protein","-","-","-"
"9711","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00045","Ph","-","-","phrog_1407","major tail protein","-"
"9712","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00048","S","31DR9","Arc-like DNA binding domain","-","-","-"
"9744","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00033","Ph","-","-","phrog_4","transcriptional repressor","-"
"9745","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00026","S","335Q1","genomic island protein Bartonella henselae str. Houston-1 gi 49238509 emb CAF27741.1 and to","-","-","-"
"9746","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00032","Ph","-","-","phrog_4","transcriptional repressor","-"
"9747","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00029","0","","","-","-","-"
"9748","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00014","Ph","-","-","phrog_3287","virion structural protein","-"
"9749","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00024","S","30H02","unknown","-","-","-"
"9750","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00028","Ph","-","-","phrog_270","replication initiation protein","-"
"9751","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00022","S","33J1W","unknown","-","-","-"
"9752","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00025","0","","","-","-","-"
"9753","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00027","Ph","-","-","phrog_18745",NA,"-"
"9754","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00012","Ph","-","-","phrog_4287","DNA ejection protein","-"
"9755","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00001","S","313B6","unknown","-","-","-"
"9756","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00011","0","","","-","-","-"
"9757","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00023","S","arCOG04975","Domain of unknown function (DUF1508)","-","-","-"
"9758","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00005","Ph","-","-","phrog_7","endolysin","-"
"9759","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00016","0","","","-","-","-"
"9760","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00021","Ph","-","-","phrog_3717","terminase large subunit","-"
"9761","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00030","Ph","-","-","phrog_4","transcriptional repressor","-"
"9762","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00019","S","314ZI","unknown","-","-","-"
"9763","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00034","K","33B87","unknown","-","-","-"
"9764","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00002","Ph","-","-","phrog_2359","holin","-"
"9765","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00020","Ph","-","-","phrog_156","portal protein","-"
"9766","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00018","Ph","-","-","phrog_334","major head protein","-"
"9767","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00015","S","33HID","unknown","-","-","-"
"9768","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00013","S","30THV","unknown","-","-","-"
"9769","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00031","0","","","-","-","-"
"9770","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00006","S","323TY","unknown","-","-","-"
"9771","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00004","S","2ZRTH","unknown","-","-","-"
"9772","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00003","0","","","-","-","-"
"9773","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00008","0","","","-","-","-"
"9774","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00007","S","2ZM2X","unknown","-","-","-"
"9775","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00035","0","","","-","-","-"
"9776","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00017","Ph","-","-","phrog_334","major head protein","-"
"9777","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00009","S","3142D","unknown","-","-","-"
"9778","Bartonella apis","LXYU01000003.1||0_partial_1","LXYU01000003.1||0_partial_1__00010","Ph","-","-","phrog_523","tail collar fiber protein","-"
"9779","Bartonella apis","LXYU01000005.1||full","LXYU01000005.1||full__00007","Ph","-","-","phrog_281","PAAR motif of membran proteins","Unspecified Moron"
"9780","Bartonella apis","LXYU01000005.1||full","LXYU01000005.1||full__00001","S","4QDQN","","-","-","-"
"9781","Bartonella apis","LXYU01000005.1||full","LXYU01000005.1||full__00015","0","","","-","-","-"
"9782","Bartonella apis","LXYU01000005.1||full","LXYU01000005.1||full__00014","0","","","-","-","-"
"9783","Bartonella apis","LXYU01000005.1||full","LXYU01000005.1||full__00002","S","4QB35","SPFH domain / Band 7 family","-","-","-"
"9784","Bartonella apis","LXYU01000005.1||full","LXYU01000005.1||full__00010","0","","","-","-","-"
"9785","Bartonella apis","LXYU01000005.1||full","LXYU01000005.1||full__00021","0","","","-","-","-"
"9786","Bartonella apis","LXYU01000005.1||full","LXYU01000005.1||full__00020","S","COG3501","Rhs element vgr protein","-","-","-"
"9787","Bartonella apis","LXYU01000005.1||full","LXYU01000005.1||full__00003","S","33DDA","unknown","-","-","-"
"9788","Bartonella apis","LXYU01000005.1||full","LXYU01000005.1||full__00005","S","COG3668","Plasmid stabilization system","-","-","-"
"9789","Bartonella apis","LXYU01000005.1||full","LXYU01000005.1||full__00016","0","","","-","-","-"
"9790","Bartonella apis","LXYU01000005.1||full","LXYU01000005.1||full__00004","0","","","-","-","-"
"9791","Bartonella apis","LXYU01000005.1||full","LXYU01000005.1||full__00009","0","","","-","-","-"
"9792","Bartonella apis","LXYU01000005.1||full","LXYU01000005.1||full__00006","L","arCOG01241","Site-specific tyrosine recombinase, which acts by catalyzing the cutting and rejoining of the recombining DNA molecules","-","-","-"
"9793","Bartonella apis","LXYU01000005.1||full","LXYU01000005.1||full__00013","0","","","-","-","-"
"9794","Bartonella apis","LXYU01000005.1||full","LXYU01000005.1||full__00011","0","","","-","-","-"
"9795","Bartonella apis","LXYU01000005.1||full","LXYU01000005.1||full__00012","0","","","-","-","-"
"9796","Bartonella apis","LXYU01000005.1||full","LXYU01000005.1||full__00017","0","","","-","-","-"
"9797","Bartonella apis","LXYU01000005.1||full","LXYU01000005.1||full__00019","S","COG3501","Rhs element vgr protein","-","-","-"
"9798","Bartonella apis","LXYU01000005.1||full","LXYU01000005.1||full__00008","0","","","-","-","-"
"9799","Bartonella apis","LXYU01000005.1||full","LXYU01000005.1||full__00018","0","","","-","-","-"
"9800","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00004","0","","","-","-","-"
"9801","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00010","0","","","-","-","-"
"9802","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00002","G","COG3345","alpha-galactosidase","-","-","Potential AMG"
"9803","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00022","Ph","-","-","phrog_198","holin","-"
"9804","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00012","S","344FW","Protein of unknown function (DUF2732)","-","-","-"
"9805","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00024","Ph","-","-","phrog_65","tail terminator","-"
"9806","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00023","Ph","-","-","phrog_217","holin","-"
"9807","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00028","Ph","-","-","phrog_43","baseplate wedge subunit","-"
"9808","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00017","Ph","-","-","phrog_894","endolysin","-"
"9809","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00005","0","","","-","-","-"
"9810","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00029","Ph","-","-","phrog_4226","baseplate protein","-"
"9811","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00032","Ph","-","-","phrog_105","tail fiber assembly","-"
"9812","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00016","0","","","-","-","-"
"9813","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00018","Ph","-","-","phrog_214","Rz-like spanin","-"
"9814","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00003","S","2ZVQF","unknown","-","-","-"
"9815","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00009","Ph","-","-","phrog_575","Cox-like excisionase and repressor","-"
"9816","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00011","0","","","-","-","-"
"9817","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00021","Ph","-","-","phrog_46","baseplate hub","-"
"9818","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00027","Ph","-","-","phrog_9992","baseplate assembly protein","-"
"9819","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00013","S","4QAQS","Prokaryotic dksA/traR C4-type zinc finger","-","-","-"
"9820","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00015","0","","","-","-","-"
"9821","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00042","S","316V4","cellular response to DNA damage stimulus","-","-","-"
"9822","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00026","S","2ZCEM","Type VI secretion system VasI, EvfG, VC_A0118","-","-","-"
"9823","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00040","Ph","-","-","phrog_603","transcriptional regulator","-"
"9824","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00034","Ph","-","-","phrog_55","head closure","-"
"9825","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00001","0","","","-","-","-"
"9826","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00006","S","3319C","unknown","-","-","-"
"9827","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00025","0","","","-","-","-"
"9828","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00020","0","","","-","-","-"
"9829","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00036","Ph","-","-","phrog_6416","tail protein","-"
"9830","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00019","Ph","-","-","phrog_3996","membrane protein","Unspecified Moron"
"9831","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00014","Ph","-","-","phrog_91","nicking at origin of replication","-"
"9832","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00037","Ph","-","-","phrog_28","tail length tape measure protein","-"
"9833","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00008","Ph","-","-","phrog_9710",NA,"-"
"9834","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00033","Ph","-","-","phrog_23","tail sheath","-"
"9835","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00007","Ph","-","-","phrog_1","integrase","-"
"9836","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00038","Ph","-","-","phrog_76","tail protein","-"
"9837","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00031","Ph","-","-","phrog_327","tail protein","-"
"9838","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00030","Ph","-","-","phrog_48","tail protein","-"
"9839","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00035","Ph","-","-","phrog_103","tail protein","-"
"9840","Gilliamella apis","LZGH01000009.1||0_partial_1","LZGH01000009.1||0_partial_1__00039","Ph","-","-","phrog_52","tail protein","-"
"9841","Gilliamella apis","LZGI01000018.1||0_partial_1","LZGI01000018.1||0_partial_1__00022","S","2ZT2W","unknown","-","-","-"
"9842","Gilliamella apis","LZGI01000018.1||0_partial_1","LZGI01000018.1||0_partial_1__00069","Ph","-","-","phrog_403","DNA polymerase exonuclease subunit","-"
"9843","Gilliamella apis","LZGI01000018.1||0_partial_1","LZGI01000018.1||0_partial_1__00048","S","33HDY","unknown","-","-","-"
"9844","Gilliamella apis","LZGI01000018.1||0_partial_1","LZGI01000018.1||0_partial_1__00057","Ph","-","-","phrog_277","replication initiation O-like","-"
"9845","Gilliamella apis","LZGI01000018.1||0_partial_1","LZGI01000018.1||0_partial_1__00024","Ph","-","-","phrog_680","tail length tape measure protein","-"
"9846","Gilliamella apis","LZGI01000018.1||0_partial_1","LZGI01000018.1||0_partial_1__00028","Ph","-","-","phrog_169","tail completion or Neck1 protein","-"
"9847","Gilliamella apis","LZGI01000018.1||0_partial_1","LZGI01000018.1||0_partial_1__00017","S","2ZCEM","Type VI secretion system VasI, EvfG, VC_A0118","-","-","-"
"9848","Gilliamella apis","LZGI01000018.1||0_partial_1","LZGI01000018.1||0_partial_1__00034","Ph","-","-","phrog_145","portal protein","-"
"9849","Gilliamella apis","LZGI01000018.1||0_partial_1","LZGI01000018.1||0_partial_1__00005","Ph","-","-","phrog_32","tail assembly protein","-"
"9850","Gilliamella apis","LZGI01000018.1||0_partial_1","LZGI01000018.1||0_partial_1__00020","S","COG3950","AAA domain, putative AbiEii toxin, Type IV TA system","-","-","-"
"9851","Gilliamella apis","LZGI01000018.1||0_partial_1","LZGI01000018.1||0_partial_1__00059","Ph","-","-","",NA,"-"
"9852","Gilliamella apis","LZGI01000018.1||0_partial_1","LZGI01000018.1||0_partial_1__00046","S","33ER9","unknown","-","-","-"
"9853","Gilliamella apis","LZGI01000018.1||0_partial_1","LZGI01000018.1||0_partial_1__00009","Ph","-","-","phrog_24","tail length tape measure protein","-"
"9854","Gilliamella apis","LZGI01000018.1||0_partial_1","LZGI01000018.1||0_partial_1__00053","Ph","-","-","phrog_72","NinB/ Orf homologous recombination mediator","-"
"9855","Gilliamella apis","LZGI01000018.1||0_partial_1","LZGI01000018.1||0_partial_1__00001","0","","","-","-","-"
"9856","Gilliamella apis","LZGI01000018.1||0_partial_1","LZGI01000018.1||0_partial_1__00063","S","33EW4","unknown","-","-","-"
"9857","Gilliamella apis","LZGI01000018.1||0_partial_1","LZGI01000018.1||0_partial_1__00061","Ph","-","-","phrog_2439","transcriptional regulator","-"
"9858","Gilliamella apis","LZGI01000018.1||0_partial_1","LZGI01000018.1||0_partial_1__00058","Ph","-","-","phrog_101","CII-like transcriptional activator","-"
"9859","Gilliamella apis","LZGI01000018.1||0_partial_1","LZGI01000018.1||0_partial_1__00060","Ph","-","-","phrog_6201","CI-like repressor","-"
"9860","Gilliamella apis","LZGI01000018.1||0_partial_1","LZGI01000018.1||0_partial_1__00062","S","31Y2N","Domain of unknown function (DUF4411)","-","-","-"
"9861","Gilliamella apis","LZGI01000018.1||0_partial_1","LZGI01000018.1||0_partial_1__00036","Ph","-","-","phrog_51","terminase small subunit","-"
"9862","Gilliamella apis","LZGI01000018.1||0_partial_1","LZGI01000018.1||0_partial_1__00068","S","4QED7","AAA domain","-","-","-"
"9863","Gilliamella apis","LZGI01000018.1||0_partial_1","LZGI01000018.1||0_partial_1__00008","Ph","-","-","phrog_14","minor tail protein","-"
