protein	nogbit	nogcat	nogdomain	nogevalue	noghit	nogname
LAWY01000036.1||full_1__00044	114	K	Bacteria	8.20E-33	COG2002	toxin-antitoxin pair type II binding
LAWY01000036.1||full_1__00046	91	S	Bacteria	3.90E-26	306F8	unknown
LAWY01000036.1||full_1__00048	42.8	S	Bacteria	3.50E-11	33M1V	unknown
LAWY01000036.1||full_1__00049	62.1	K	Bacteria	5.20E-17	COG1476	TRANSCRIPTIONal
LAWY01000036.1||full_1__00050	109.2	S	Virus	1.50E-31	4QCCB	Pfam:Peptidase_M78
LAWY01000036.1||full_1__00051	249.2	S	Virus	8.10E-74	4QAQE	Phage integrase family
LAWY01000036.1||full_1__00052	170.4	S	Bacteria	1.20E-50	32XDK	unknown
LAWY01000041.1||full_1__00001	55.1	S	Virus	8.00E-15	4QAZY	N-acetylmuramoyl-L-alanine amidase
LAWY01000041.1||full_1__00002	98	S	Virus	6.80E-28	4QAZY	N-acetylmuramoyl-L-alanine amidase
LAWY01000041.1||full_1__00003	151.5	S	Bacteria	3.20E-44	COG4824	toxin secretion phage lysis holin
LAWY01000041.1||full_1__00004	58.4	S	Bacteria	6.20E-16	32KD7	XkdW protein
LAWY01000041.1||full_1__00005	112.5	S	Bacteria	4.00E-32	COG4926	Phage minor structural protein
LAWY01000041.1||full_1__00006	228.9	S	Virus	1.40E-67	4QBF8	Phage tail protein
LAWY01000041.1||full_1__00007	95.6	S	Bacteria	2.80E-27	COG5293	efflux transmembrane transporter activity
LAWY01000041.1||full_1__00008	129.4	D	Archaea	1.70E-37	arCOG11109	Phage tail tape measure protein TP901
LAWY01000041.1||full_1__00009	21.7	S	Bacteria	0.00016	306MF	unknown
LAWY01000041.1||full_1__00010	161.9	S	Bacteria	6.30E-48	2ZJA0	unknown
LAWY01000041.1||full_1__00012	43.6	S	Bacteria	2.30E-11	305KB	unknown
LAWY01000041.1||full_1__00013	167.4	S	Bacteria	1.20E-49	333I9	unknown
LAWY01000041.1||full_1__00014	187.7	S	Bacteria	7.90E-56	34B2Z	unknown
LAWY01000041.1||full_1__00015	135.9	S	Bacteria	5.80E-40	33IQ1	unknown
LAWY01000041.1||full_1__00016	179.7	S	Bacteria	1.70E-53	33EYZ	unknown
LAWY01000041.1||full_1__00017	328.6	S	Bacteria	4.10E-98	2Z9G2	unknown
LAWY01000041.1||full_1__00018	127.3	S	Bacteria	8.90E-37	32REC	unknown
LAWY01000041.1||full_1__00019	386.6	S	Bacteria	7.00E-116	2ZDNK	Phage minor capsid protein 2
LAWY01000041.1||full_1__00020	712.7	S	Bacteria	2.00E-214	2Z99R	unknown
LAWY01000041.1||full_1__00021	130.2	S	Bacteria	1.10E-37	COG5362	TIGRFAM Phage
LAWY01000041.1||full_1__00022	191.9	S	Virus	1.90E-56	4QED6	
LAWY01000041.1||full_1__00025	234.8	S	Bacteria	1.80E-70	306DF	unknown
LAWY01000049.1||full_1__00001	70.3	S	Bacteria	1.40E-19	334K9	unknown
LAWY01000049.1||full_1__00003	74.3	S	Bacteria	7.80E-21	33G8I	unknown
LAWY01000049.1||full_1__00004	69.8	S	Bacteria	3.60E-19	COG4226	protein encoded in hypervariable junctions of pilus gene clusters
LAWY01000049.1||full_1__00005	98.1	S	Bacteria	2.40E-28	2ZN7G	"HicA toxin of bacterial toxin-antitoxin,"
LAWY01000049.1||full_1__00006	136.1	S	Bacteria	3.20E-40	33BWX	unknown
LAWY01000049.1||full_1__00007	286.3	S	Bacteria	1.30E-85	33WCR	unknown
LAWY01000049.1||full_1__00008	89.1	S	Bacteria	5.00E-25	33BW7	Protein of unknwon function (DUF3310)
LAWY01000049.1||full_1__00009	247.3	L	Bacteria	5.00E-74	COG0553	"Transcription regulator that activates transcription by stimulating RNA polymerase (RNAP) recycling in case of stress conditions such as supercoiled DNA or high salt concentrations. Probably acts by releasing the RNAP, when it is trapped or immobilized on tightly supercoiled DNA. Does not activate transcription on linear DNA. Probably not involved in DNA repair"
LAWY01000049.1||full_1__00010	128	S	Bacteria	1.20E-37	32Y88	VRR-NUC domain protein
LAWY01000049.1||full_1__00011	709.8	S	Virus	6.40E-213	4QCHV	Virulence-associated protein E
LAWY01000049.1||full_1__00012	188.7	S	Bacteria	1.00E-55	32KGP	unknown
LAWY01000049.1||full_1__00013	162.9	S	Bacteria	1.10E-47	33C23	unknown
LAWY01000049.1||full_1__00014	19.4	S	Virus	0.00091	4QCRP	
LAWY01000049.1||full_1__00016	24.1	S	Eukarya	6.90E-06	2S8C4	unknown
LAWY01000049.1||full_1__00017	95	S	Virus	3.40E-27	4QAXV	YopX protein
LAWY01000049.1||full_1__00019	75	S	Bacteria	7.20E-21	2ZMF3	unknown
LAWY01000049.1||full_1__00020	27.2	S	Bacteria	3.40E-06	31SZK	unknown
LAWY01000049.1||full_1__00021	348.2	S	Virus	9.70E-104	4QAKM	DNA polymerase family A
LAWY01000049.1||full_1__00022	230.8	S	Bacteria	9.90E-69	2Z8YX	Protein of unknown function (DUF2815)
LAWY01000049.1||full_1__00023	381.5	S	Virus	4.70E-114	4QC5D	Protein of unknown function (DUF2800)
LAWY01000049.1||full_1__00024	71	S	Bacteria	1.20E-19	33P4N	unknown
LAWY01000049.1||full_1__00027	109.8	K	Bacteria	1.50E-31	COG2002	toxin-antitoxin pair type II binding
LAWY01000049.1||full_1__00030	53.7	S	Virus	1.80E-14	4QAIJ	C-5 cytosine-specific DNA methylase
LAWY01000049.1||full_1__00032	21.2	S	Archaea	0.0002	arCOG06113	unknown
LAWY01000049.1||full_1__00039	60.3	S	Bacteria	1.40E-16	33J4E	unknown
LAWY01000049.1||full_1__00040	130.1	S	Virus	2.50E-38	4QEAN	
LAWY01000049.1||full_1__00041	117	S	Virus	2.50E-34	4QC3C	
LAWY01000049.1||full_1__00043	18.4	S	Virus	0.0008	4QAYV	Phage portal protein
LAWY01000049.1||full_1__00044	99	S	Virus	2.80E-28	4QEX6	
LAWY01000049.1||full_1__00045	145.7	S	Bacteria	3.30E-43	34AHR	Helix-turn-helix domain
LAWY01000049.1||full_1__00046	129.4	S	Bacteria	1.10E-37	COG3646	Phage regulatory protein
LAWY01000049.1||full_1__00047	44.8	S	Bacteria	1.50E-11	348UT	unknown
LAWY01000049.1||full_1__00048	182.8	S	Bacteria	8.80E-54	331QR	unknown
LAWY01000049.1||full_1__00049	42.7	K	Bacteria	4.30E-11	2ZW9J	Helix-turn-helix domain
LAWY01000049.1||full_1__00050	87.1	K	Bacteria	9.80E-25	COG1476	TRANSCRIPTIONal
LAWY01000049.1||full_1__00051	102.3	S	Virus	2.10E-29	4QCCB	Pfam:Peptidase_M78
LAWY01000049.1||full_1__00052	215.7	S	Virus	1.20E-63	4QAQE	Phage integrase family
LAWY01000063.1||full__00001	198.5	S	Eukarya	1.40E-58	2SSV3	"Transposase, Mutator family"
LAWY01000063.1||full__00002	203.3	S	Eukarya	5.10E-60	2SSV3	"Transposase, Mutator family"
LAWY01000063.1||full__00004	355.4	S	Virus	5.10E-106	4QBIH	recombinase activity
LAWY01000063.1||full__00006	246.8	S	Virus	8.30E-74	4QCRW	
LAWY01000063.1||full__00007	332.9	S	Virus	1.90E-100	4QDAG	
LAWY01000063.1||full__00008	164.1	S	Bacteria	2.90E-48	324KK	unknown
LAWY01000063.1||full__00009	176	S	Virus	1.20E-52	4QBPM	
LAWY01000063.1||full__00013	60.1	K	Bacteria	2.10E-16	COG1476	TRANSCRIPTIONal
LAWY01000063.1||full__00014	19.9	S	Bacteria	0.00054	3306H	unknown
LAWY01000063.1||full__00015	217.1	S	Virus	2.80E-65	4QGFE	
LAWY01000063.1||full__00016	268.5	L	Eukarya	8.00E-80	2QRXQ	DnaB-like helicase C terminal domain
LAWY01000063.1||full__00017	208.4	S	Bacteria	1.40E-61	33QUR	unknown
LAWY01000063.1||full__00018	175.3	S	Virus	4.70E-52	4QAII	
LAWY01000063.1||full__00019	234.4	J	Archaea	1.20E-69	arCOG00502	PFAM beta-lactamase domain protein
LAWY01000063.1||full__00020	133.9	L	Bacteria	5.10E-39	COG3723	"Recombinational DNA repair protein, rece pathway"
LAWY01000063.1||full__00021	164.2	S	Virus	6.30E-49	4QD9Q	
LAWY01000063.1||full__00022	529.6	S	Virus	1.20E-158	4QG2D	
LAWY01000063.1||full__00024	174.6	S	Virus	3.60E-52	4QE9S	
LAWY01000063.1||full__00025	26.5	S	Bacteria	3.50E-06	33XKX	unknown
LAWY01000063.1||full__00026	169.2	S	Bacteria	1.50E-49	COG3645	SOS response
LAWY01000065.1||full__00001	119.6	S	Virus	3.80E-35	4QEHA	
LAWY01000065.1||full__00002	223.3	S	Virus	3.40E-67	4QCNP	
LAWY01000065.1||full__00003	368.6	S	Virus	3.10E-110	4QCYA	cell adhesion
LAWY01000065.1||full__00004	445.8	S	Bacteria	1.00E-133	2Z9TX	Siphovirus ReqiPepy6 Gp37-like protein
LAWY01000065.1||full__00005	111.7	S	Bacteria	4.80E-32	COG4722	phage tail
LAWY01000065.1||full__00006	113.6	S	Virus	9.90E-33	4QCW9	
LAWY01000065.1||full__00007	77.2	S	Bacteria	7.60E-22	338TW	unknown
LAWY01000065.1||full__00008	219.1	S	Bacteria	3.80E-65	2Z904	"phage major tail protein, phi13 family"
LAWY01000065.1||full__00009	105.2	S	Bacteria	1.90E-30	31NGD	unknown
LAWY01000065.1||full__00010	60.7	S	Bacteria	1.50E-16	3300D	"Phage protein, HK97 gp10 family"
LAWY01000065.1||full__00011	110.1	S	Virus	5.50E-32	4QB12	Phage head-tail joining protein
LAWY01000065.1||full__00012	88	S	Bacteria	2.40E-25	33KVS	Phage gp6-like head-tail connector protein
LAWY01000065.1||full__00013	107.5	S	Bacteria	1.10E-30	COG4653	Phage capsid family
LAWY01000065.1||full__00014	231.8	OU	Bacteria	2.10E-68	COG0740	serine-type endopeptidase activity
LAWY01000065.1||full__00015	249.5	S	Virus	5.90E-74	4QAYV	Phage portal protein
LAWY01000065.1||full__00016	227.5	S	Virus	2.50E-67	4QBV3	Phage Terminase
LAWY01000067.1||full__00001	113.8	S	Bacteria	3.20E-33	2ZN3F	unknown
LAWY01000067.1||full__00002	54.7	S	Bacteria	6.20E-15	33BHJ	unknown
LAWY01000067.1||full__00003	120.3	S	Bacteria	2.70E-35	3387T	YolD-like protein
LAWY01000067.1||full__00004	196.7	S	Bacteria	1.00E-58	33XAK	unknown
LAWY01000067.1||full__00005	166	N	Bacteria	1.40E-48	COG5555	FG-GAP repeat
LAWY01000067.1||full__00006	165.9	S	Virus	1.60E-49	4QCKR	
LAWY01000067.1||full__00007	109.2	M	Bacteria	1.80E-31	COG5632	N-Acetylmuramoyl-L-alanine amidase
LAWY01000067.1||full__00008	154.9	S	Virus	5.30E-46	4QDII	Pfam:Holin_BhlA
LAWY01000067.1||full__00009	76.5	S	Bacteria	9.40E-22	2ZTX0	Phage uncharacterised protein (Phage_XkdX)
LAWY01000067.1||full__00010	118.9	S	Virus	8.50E-35	4QCNP	
LAWY01000067.1||full__00011	218.9	S	Virus	1.20E-64	4QCYA	cell adhesion
LAWY01000067.1||full__00012	401	S	Bacteria	4.10E-120	2Z9TX	Siphovirus ReqiPepy6 Gp37-like protein
LAWY01000067.1||full__00013	112.4	S	Bacteria	2.00E-32	33JZF	Phage tail protein
LAWY01000067.1||full__00014	276.6	D	Archaea	5.50E-82	arCOG11109	Phage tail tape measure protein TP901
LAWY01000067.1||full__00015	31.3	S	Bacteria	1.50E-07	32XJQ	unknown
LAWY01000067.1||full__00016	26.8	S	Bacteria	4.20E-06	33BD8	unknown
LAWY01000067.1||full__00017	148.5	S	Bacteria	1.80E-43	COG5437	major tail protein TP901-1 family
LAWY01000067.1||full__00018	93.4	S	Bacteria	9.70E-27	337ZI	Protein of unknown function (DUF3168)
LAWY01000067.1||full__00019	160.5	S	Bacteria	2.60E-47	32MM7	unknown
LAWY01000071.1||full__00001	164.9	S	Bacteria	3.20E-48	COG3645	SOS response
LAWY01000071.1||full__00002	27.8	S	Bacteria	1.40E-06	33XKX	unknown
LAWY01000071.1||full__00003	129.5	S	Virus	4.00E-38	4QE9S	
LAWY01000071.1||full__00005	503.6	S	Virus	9.10E-151	4QG2D	
LAWY01000071.1||full__00006	132.6	L	Bacteria	1.30E-38	COG3723	"Recombinational DNA repair protein, rece pathway"
LAWY01000071.1||full__00007	236.4	J	Archaea	2.90E-70	arCOG00502	PFAM beta-lactamase domain protein
LAWY01000071.1||full__00008	175.3	S	Virus	4.70E-52	4QAII	
LAWY01000071.1||full__00009	208.6	S	Bacteria	1.10E-61	33QUR	unknown
LAWY01000071.1||full__00010	266.3	L	Eukarya	3.80E-79	2QRXQ	DnaB-like helicase C terminal domain
LAWY01000071.1||full__00011	222.8	S	Virus	4.90E-67	4QGFE	
LAWY01000071.1||full__00012	90.3	S	Virus	1.30E-25	4QAIJ	C-5 cytosine-specific DNA methylase
LAWY01000071.1||full__00013	164.3	S	Virus	5.90E-49	4QBPM	
LAWY01000071.1||full__00014	170.1	S	Bacteria	4.10E-50	324KK	unknown
LAWY01000071.1||full__00015	321.3	S	Virus	6.90E-97	4QDAG	
LAWY01000071.1||full__00016	236.8	S	Virus	1.00E-70	4QCRW	
LAWY01000071.1||full__00017	129.2	S	Bacteria	4.50E-38	33BWX	unknown
LAWY01000071.1||full__00018	198.4	S	Virus	3.70E-59	4QF0X	Pfam:HicB_lk_antitox
LAWY01000075.1||full__00001	133.6	S	Bacteria	2.30E-39	301EI	STAS-like domain of unknown function (DUF4325)
LAWY01000075.1||full__00002	165.7	S	Virus	1.80E-49	4QCKR	
LAWY01000075.1||full__00003	111.7	M	Bacteria	3.20E-32	COG5632	N-Acetylmuramoyl-L-alanine amidase
LAWY01000075.1||full__00004	178.4	S	Virus	2.30E-53	4QDII	Pfam:Holin_BhlA
LAWY01000075.1||full__00005	134	S	Virus	1.20E-39	4QEHA	
LAWY01000075.1||full__00006	221.5	S	Virus	1.30E-66	4QCNP	
LAWY01000075.1||full__00007	374.7	S	Virus	4.30E-112	4QCYA	cell adhesion
LAWY01000075.1||full__00008	432.7	S	Bacteria	9.40E-130	2Z9TX	Siphovirus ReqiPepy6 Gp37-like protein
LAWY01000075.1||full__00009	107.1	S	Bacteria	1.30E-30	COG4722	phage tail
LAWY01000075.1||full__00010	289.2	D	Archaea	9.00E-86	arCOG11109	Phage tail tape measure protein TP901
LAWY01000075.1||full__00011	34.9	S	Bacteria	1.20E-08	32XJQ	unknown
LAWY01000075.1||full__00012	19.1	L	Bacteria	0.0009	33MDV	"Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides"
LAWY01000075.1||full__00013	149.8	S	Bacteria	7.50E-44	COG5437	major tail protein TP901-1 family
LAWY01000084.1||full__00001	91.2	S	Bacteria	2.40E-26	33KVS	Phage gp6-like head-tail connector protein
LAWY01000084.1||full__00002	104.2	S	Bacteria	1.20E-29	COG4653	Phage capsid family
LAWY01000084.1||full__00003	231.8	OU	Bacteria	2.10E-68	COG0740	serine-type endopeptidase activity
LAWY01000084.1||full__00004	242.4	S	Virus	8.40E-72	4QAYV	Phage portal protein
LAWY01000084.1||full__00005	535.5	S	Virus	1.20E-160	4QBV3	Phage Terminase
LAWY01000084.1||full__00006	92.1	S	Virus	3.00E-26	4QBS6	"Phage terminase, small subunit"
LAWY01000084.1||full__00007	67.7	L	Bacteria	9.90E-19	32CGX	unknown
LAWY01000089.1||full__00002	19.2	S	Bacteria	0.00088	2Z9XS	Abortive infection C-terminus
LAWY01000089.1||full__00003	159.7	S	Bacteria	1.50E-47	34AHR	Helix-turn-helix domain
LAWY01000089.1||full__00004	147.6	K	Bacteria	3.90E-43	COG3561	AntA/AntB antirepressor
LAWY01000089.1||full__00005	44.5	S	Bacteria	1.80E-11	348UT	unknown
LAWY01000089.1||full__00006	179.3	S	Bacteria	1.00E-52	331QR	unknown
LAWY01000089.1||full__00008	38.5	K	Bacteria	1.00E-09	2ZD9D	Helix-turn-helix domain
LAWY01000089.1||full__00009	97.1	K	Bacteria	1.60E-27	COG2932	Transcriptional regulator
LAWY01000089.1||full__00010	314.4	S	Virus	1.40E-93	4QBIH	recombinase activity
LAWY01000091.1||full__00001	182.8	S	Bacteria	3.60E-54	32MM7	unknown
LAWY01000091.1||full__00002	114.8	S	Virus	1.90E-33	4QB12	Phage head-tail joining protein
LAWY01000091.1||full__00003	89.7	S	Bacteria	7.10E-26	33KVS	Phage gp6-like head-tail connector protein
LAWY01000091.1||full__00004	104.2	S	Bacteria	1.10E-29	COG4653	Phage capsid family
LAWY01000091.1||full__00005	229.5	OU	Bacteria	1.10E-67	COG0740	serine-type endopeptidase activity
LAWY01000091.1||full__00006	240.9	S	Virus	2.40E-71	4QAYV	Phage portal protein
LAWY01000091.1||full__00007	226.3	S	Virus	5.50E-67	4QBV3	Phage Terminase
LMYH01000017.1||0_partial_1__00002	223.7	S	Bacteria	1.70E-66	COG2860	membrane
LMYH01000017.1||0_partial_1__00003	152.5	S	Bacteria	7.80E-45	COG1742	UPF0060 membrane protein
LMYH01000017.1||0_partial_1__00005	146.9	S	Bacteria	1.00E-42	32ZB3	unknown
LMYH01000017.1||0_partial_1__00006	20.9	S	Bacteria	0.00029	33MX4	Haemolysin XhlA
LMYH01000017.1||0_partial_1__00007	21.7	S	Bacteria	0.00015	32YF0	unknown
LMYH01000017.1||0_partial_1__00008	20.7	S	Bacteria	0.00024	2ZYE1	Protein of unknown function (DUF2721)
LMYH01000017.1||0_partial_1__00009	21.7	S	Bacteria	0.00017	344RR	unknown
LMYH01000017.1||0_partial_1__00010	20.6	M	Eukarya	0.00014	2QWCM	Glycosyl hydrolases family 28
LMYH01000017.1||0_partial_1__00011	172.3	S	Bacteria	2.10E-50	30MCA	unknown
LMYH01000017.1||0_partial_1__00012	262.8	S	Bacteria	1.70E-78	32NF8	Protein of unknown function (DUF2612)
LMYH01000017.1||0_partial_1__00013	202.7	S	Virus	1.00E-59	4QAMU	Baseplate J-like protein
LMYH01000017.1||0_partial_1__00014	104.7	S	Bacteria	3.30E-30	32W5K	unknown
LMYH01000017.1||0_partial_1__00018	18.5	S	Bacteria	0.00093	338FN	unknown
LMYH01000017.1||0_partial_1__00021	162.2	S	Virus	1.10E-47	4QG2P	
LMYH01000017.1||0_partial_1__00022	157.5	S	Bacteria	4.00E-46	2ZHHP	unknown
LMYH01000017.1||0_partial_1__00023	120.1	S	Bacteria	3.40E-35	32Z50	unknown
LMYH01000017.1||0_partial_1__00024	235.3	S	Bacteria	4.70E-70	333I4	unknown
LMYH01000017.1||0_partial_1__00026	33.8	S	Bacteria	1.80E-08	33MNY	unknown
LMYH01000017.1||0_partial_1__00027	166.7	S	Bacteria	2.70E-49	31T0P	unknown
LMYH01000017.1||0_partial_1__00028	148.5	S	Bacteria	1.30E-43	331ZP	unknown
LMYH01000017.1||0_partial_1__00029	484.4	S	Bacteria	4.40E-145	2Z9DB	Protein of unknown function (DUF3383)
LMYH01000017.1||0_partial_1__00030	102.7	S	Bacteria	1.70E-29	32RQX	unknown
LMYH01000017.1||0_partial_1__00031	142.4	S	Bacteria	7.10E-42	336GK	unknown
LMYH01000017.1||0_partial_1__00033	132.1	S	Bacteria	1.20E-38	32T5E	Protein of unknown function (DUF4054)
LMYH01000017.1||0_partial_1__00034	67.7	S	Bacteria	9.20E-19	32Y03	unknown
LMYH01000017.1||0_partial_1__00035	210.1	S	Bacteria	5.20E-62	COG4834	Protein conserved in bacteria
LMYH01000017.1||0_partial_1__00036	161.2	S	Bacteria	1.50E-47	32UJG	unknown
LMYH01000017.1||0_partial_1__00037	241.7	S	Bacteria	1.50E-71	COG3566	protein conserved in bacteria
LMYH01000017.1||0_partial_1__00038	307.8	S	Bacteria	1.00E-91	COG3567	"Phage-associated protein, HI1409 family"
LMYH01000017.1||0_partial_1__00040	432.2	S	Virus	1.60E-129	4QEFV	Pfam:Terminase_3C
LMYH01000017.1||0_partial_1__00041	83	S	Bacteria	1.40E-23	32T8S	unknown
LMYI01000002.1||0_partial_1__00001	334.1	L	Archaea	9.70E-100	arCOG04582	"Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity. May be involved in translesional synthesis"
LMYI01000002.1||0_partial_1__00002	35.6	K	Bacteria	6.30E-09	COG1974	"Represses a number of genes involved in the response to DNA damage (SOS response), including recA and lexA. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair"
LMYI01000002.1||0_partial_1__00005	83	S	Bacteria	1.40E-23	32T8S	unknown
LMYI01000002.1||0_partial_1__00006	432.2	S	Virus	1.60E-129	4QEFV	Pfam:Terminase_3C
LMYI01000002.1||0_partial_1__00008	307.8	S	Bacteria	1.00E-91	COG3567	"Phage-associated protein, HI1409 family"
LMYI01000002.1||0_partial_1__00009	241.7	S	Bacteria	1.50E-71	COG3566	protein conserved in bacteria
LMYI01000002.1||0_partial_1__00010	161.2	S	Bacteria	1.50E-47	32UJG	unknown
LMYI01000002.1||0_partial_1__00011	210.1	S	Bacteria	5.20E-62	COG4834	Protein conserved in bacteria
LMYI01000002.1||0_partial_1__00012	67.7	S	Bacteria	9.20E-19	32Y03	unknown
LMYI01000002.1||0_partial_1__00013	132.1	S	Bacteria	1.20E-38	32T5E	Protein of unknown function (DUF4054)
LMYI01000002.1||0_partial_1__00015	142.4	S	Bacteria	7.10E-42	336GK	unknown
LMYI01000002.1||0_partial_1__00016	102.7	S	Bacteria	1.70E-29	32RQX	unknown
LMYI01000002.1||0_partial_1__00017	484.4	S	Bacteria	4.40E-145	2Z9DB	Protein of unknown function (DUF3383)
LMYI01000002.1||0_partial_1__00018	148.5	S	Bacteria	1.30E-43	331ZP	unknown
LMYI01000002.1||0_partial_1__00019	166.7	S	Bacteria	2.70E-49	31T0P	unknown
LMYI01000002.1||0_partial_1__00020	33.8	S	Bacteria	1.80E-08	33MNY	unknown
LMYI01000002.1||0_partial_1__00022	235.3	S	Bacteria	4.70E-70	333I4	unknown
LMYI01000002.1||0_partial_1__00023	120.1	S	Bacteria	3.40E-35	32Z50	unknown
LMYI01000002.1||0_partial_1__00024	157.5	S	Bacteria	4.00E-46	2ZHHP	unknown
LMYI01000002.1||0_partial_1__00025	162.2	S	Virus	1.10E-47	4QG2P	
LMYI01000002.1||0_partial_1__00028	18.5	S	Bacteria	0.00093	338FN	unknown
LMYI01000002.1||0_partial_1__00032	104.7	S	Bacteria	3.30E-30	32W5K	unknown
LMYI01000002.1||0_partial_1__00033	202.7	S	Virus	1.00E-59	4QAMU	Baseplate J-like protein
LMYI01000002.1||0_partial_1__00034	262.8	S	Bacteria	1.70E-78	32NF8	Protein of unknown function (DUF2612)
LMYI01000002.1||0_partial_1__00035	172.3	S	Bacteria	2.10E-50	30MCA	unknown
LMYI01000002.1||0_partial_1__00036	20.6	M	Eukarya	0.00014	2QWCM	Glycosyl hydrolases family 28
LMYI01000002.1||0_partial_1__00037	21.7	S	Bacteria	0.00017	344RR	unknown
LMYI01000002.1||0_partial_1__00038	20.7	S	Bacteria	0.00024	2ZYE1	Protein of unknown function (DUF2721)
LMYI01000002.1||0_partial_1__00039	21.7	S	Bacteria	0.00015	32YF0	unknown
LMYI01000002.1||0_partial_1__00040	20.9	S	Bacteria	0.00029	33MX4	Haemolysin XhlA
LMYI01000002.1||0_partial_1__00041	146.9	S	Bacteria	1.00E-42	32ZB3	unknown
LMYJ01000005.1||0_partial_1__00001	334.1	L	Archaea	9.70E-100	arCOG04582	"Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity. May be involved in translesional synthesis"
LMYJ01000005.1||0_partial_1__00002	35.6	K	Bacteria	6.30E-09	COG1974	"Represses a number of genes involved in the response to DNA damage (SOS response), including recA and lexA. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair"
LMYJ01000005.1||0_partial_1__00005	83	S	Bacteria	1.40E-23	32T8S	unknown
LMYJ01000005.1||0_partial_1__00006	432.2	S	Virus	1.60E-129	4QEFV	Pfam:Terminase_3C
LMYJ01000005.1||0_partial_1__00008	307.8	S	Bacteria	1.00E-91	COG3567	"Phage-associated protein, HI1409 family"
LMYJ01000005.1||0_partial_1__00009	241.7	S	Bacteria	1.50E-71	COG3566	protein conserved in bacteria
LMYJ01000005.1||0_partial_1__00010	161.2	S	Bacteria	1.50E-47	32UJG	unknown
LMYJ01000005.1||0_partial_1__00011	210.1	S	Bacteria	5.20E-62	COG4834	Protein conserved in bacteria
LMYJ01000005.1||0_partial_1__00012	67.7	S	Bacteria	9.20E-19	32Y03	unknown
LMYJ01000005.1||0_partial_1__00013	132.1	S	Bacteria	1.20E-38	32T5E	Protein of unknown function (DUF4054)
LMYJ01000005.1||0_partial_1__00015	142.4	S	Bacteria	7.10E-42	336GK	unknown
LMYJ01000005.1||0_partial_1__00016	102.7	S	Bacteria	1.70E-29	32RQX	unknown
LMYJ01000005.1||0_partial_1__00017	484.4	S	Bacteria	4.40E-145	2Z9DB	Protein of unknown function (DUF3383)
LMYJ01000005.1||0_partial_1__00018	148.5	S	Bacteria	1.30E-43	331ZP	unknown
