prokka_locus_tag,phage_seq,protein_num,length_bp_prok,gene_prok,EC_number+prok,phrog_name,phrog_num,COG_prok,product_prok
CP020557.1||3_partial_1__00060,CP020557.1||3_partial_1,CP020557.1||3_partial_1_60,465,,phrog_365,phrog,365,,tail protein
CP020557.1||3_partial_1__00061,CP020557.1||3_partial_1,CP020557.1||3_partial_1_61,426,,phrog_389,phrog,389,,tail protein XkdN-like protein
CP020557.1||3_partial_1__00062,CP020557.1||3_partial_1,CP020557.1||3_partial_1_62,171,,phrog_10943,phrog,10943,,hypothetical protein
CP020557.1||3_partial_1__00063,CP020557.1||3_partial_1,CP020557.1||3_partial_1_63,2106,,phrog_1068,phrog,1068,,tail length tape measure protein
CP020557.1||3_partial_1__00064,CP020557.1||3_partial_1,CP020557.1||3_partial_1_64,639,,phrog_380,phrog,380,,endolysin
CP020557.1||3_partial_1__00065,CP020557.1||3_partial_1,CP020557.1||3_partial_1_65,984,,phrog_400,phrog,400,,tail protein
CP020557.1||3_partial_1__00066,CP020557.1||3_partial_1,CP020557.1||3_partial_1_66,243,,phrog_579,phrog,579,,hypothetical protein
CP020557.1||3_partial_1__00067,CP020557.1||3_partial_1,CP020557.1||3_partial_1_67,411,,phrog_120,phrog,120,,baseplate protein
CP020557.1||3_partial_1__00068,CP020557.1||3_partial_1,CP020557.1||3_partial_1_68,774,,phrog_6,phrog,6,,baseplate protein
CP020557.1||3_partial_1__00069,CP020557.1||3_partial_1,CP020557.1||3_partial_1_69,363,,phrog_1608,phrog,1608,,tail protein
CP020557.1||3_partial_1__00070,CP020557.1||3_partial_1,CP020557.1||3_partial_1_70,585,,phrog_521,phrog,521,,tail protein
CP020557.1||3_partial_1__00071,CP020557.1||3_partial_1,CP020557.1||3_partial_1_71,279,,phrog_6293,phrog,6293,,hypothetical protein
CP020557.1||3_partial_1__00072,CP020557.1||3_partial_1,CP020557.1||3_partial_1_72,1104,,phrog_12615,phrog,12615,,hypothetical protein
CP020557.1||3_partial_1__00073,CP020557.1||3_partial_1,CP020557.1||3_partial_1_73,396,,,,,,hypothetical protein
CP020557.1||3_partial_1__00074,CP020557.1||3_partial_1,CP020557.1||3_partial_1_74,159,,phrog_5056,phrog,5056,,hypothetical protein
CP020557.1||3_partial_1__00075,CP020557.1||3_partial_1,CP020557.1||3_partial_1_75,240,,phrog_2429,phrog,2429,,involved in bacteriocin production or immunity
CP020557.1||3_partial_1__00076,CP020557.1||3_partial_1,CP020557.1||3_partial_1_76,519,,phrog_3088,phrog,3088,,amidase
CP020557.1||3_partial_1__00077,CP020557.1||3_partial_1,CP020557.1||3_partial_1_77,1296,,phrog_2199,phrog,2199,,transposase
CP020557.1||3_partial_1__00078,CP020557.1||3_partial_1,CP020557.1||3_partial_1_78,201,,,,,,hypothetical protein
CP020557.1||3_partial_1__00079,CP020557.1||3_partial_1,CP020557.1||3_partial_1_79,279,,phrog_419,phrog,419,,hypothetical protein
CP020557.1||3_partial_1__00080,CP020557.1||3_partial_1,CP020557.1||3_partial_1_80,246,,phrog_1299,phrog,1299,,holin
CP020557.1||3_partial_1__00081,CP020557.1||3_partial_1,CP020557.1||3_partial_1_81,678,,,,,,hypothetical protein
CP020557.1||3_partial_1__00082,CP020557.1||3_partial_1,CP020557.1||3_partial_1_82,318,,phrog_38742,phrog,38742,,hypothetical protein
CP020557.1||3_partial_1__00083,CP020557.1||3_partial_1,CP020557.1||3_partial_1_83,708,,,,,,hypothetical protein
CP020557.1||3_partial_1__00084,CP020557.1||3_partial_1,CP020557.1||3_partial_1_84,171,,,,,,hypothetical protein
CP020557.1||3_partial_1__00085,CP020557.1||3_partial_1,CP020557.1||3_partial_1_85,456,,phrog_151,phrog,151,,transposase
CP020557.1||3_partial_1__00086,CP020557.1||3_partial_1,CP020557.1||3_partial_1_86,753,,phrog_157,phrog,157,,transposase
CP020557.1||3_partial_1__00087,CP020557.1||3_partial_1,CP020557.1||3_partial_1_87,492,,,,,,hypothetical protein
CP020557.1||3_partial_1__00088,CP020557.1||3_partial_1,CP020557.1||3_partial_1_88,243,,phrog_8366,phrog,8366,,hypothetical protein
CP020557.1||3_partial_1__00089,CP020557.1||3_partial_1,CP020557.1||3_partial_1_89,186,,,,,,hypothetical protein
CP020557.1||3_partial_1__00090,CP020557.1||3_partial_1,CP020557.1||3_partial_1_90,528,,phrog_1281,phrog,1281,,hypothetical protein
CP020557.1||3_partial_1__00091,CP020557.1||3_partial_1,CP020557.1||3_partial_1_91,339,,phrog_6780,phrog,6780,,hypothetical protein
CP020557.1||3_partial_1__00092,CP020557.1||3_partial_1,CP020557.1||3_partial_1_92,240,,,,,,hypothetical protein
CP020557.1||3_partial_1__00093,CP020557.1||3_partial_1,CP020557.1||3_partial_1_93,366,,phrog_1,phrog,1,,integrase
CP020557.1||3_partial_1__00094,CP020557.1||3_partial_1,CP020557.1||3_partial_1_94,279,,phrog_1,phrog,1,,integrase
CP020557.1||3_partial_1__00095,CP020557.1||3_partial_1,CP020557.1||3_partial_1_95,366,,phrog_26960,phrog,26960,,hypothetical protein
CP020557.1||3_partial_1__00096,CP020557.1||3_partial_1,CP020557.1||3_partial_1_96,1224,,phrog_2331,phrog,2331,,transposase
CP020557.1||3_partial_1__00097,CP020557.1||3_partial_1,CP020557.1||3_partial_1_97,417,,phrog_87,phrog,87,,metallo-protease
CP020557.1||3_partial_1__00098,CP020557.1||3_partial_1,CP020557.1||3_partial_1_98,408,,phrog_8,phrog,8,,transcriptional regulator
CP020557.1||3_partial_1__00099,CP020557.1||3_partial_1,CP020557.1||3_partial_1_99,501,,,,,,hypothetical protein
CP020557.1||3_partial_1__00100,CP020557.1||3_partial_1,CP020557.1||3_partial_1_100,504,,phrog_37475,phrog,37475,,hypothetical protein
CP020557.1||3_partial_1__00101,CP020557.1||3_partial_1,CP020557.1||3_partial_1_101,261,,phrog_37623,phrog,37623,,hypothetical protein
CP020557.1||3_partial_1__00102,CP020557.1||3_partial_1,CP020557.1||3_partial_1_102,213,,,,,,hypothetical protein
CP020557.1||3_partial_1__00103,CP020557.1||3_partial_1,CP020557.1||3_partial_1_103,318,,phrog_25315,phrog,25315,,hypothetical protein
CP020557.1||3_partial_1__00104,CP020557.1||3_partial_1,CP020557.1||3_partial_1_104,192,,phrog_24691,phrog,24691,,hypothetical protein
CP020557.1||3_partial_1__00105,CP020557.1||3_partial_1,CP020557.1||3_partial_1_105,222,,,,,,hypothetical protein
CP020557.1||3_partial_1__00106,CP020557.1||3_partial_1,CP020557.1||3_partial_1_106,114,,,,,,hypothetical protein
CP020557.1||3_partial_1__00107,CP020557.1||3_partial_1,CP020557.1||3_partial_1_107,645,,,,,,hypothetical protein
CP020557.1||3_partial_1__00108,CP020557.1||3_partial_1,CP020557.1||3_partial_1_108,204,,phrog_3374,phrog,3374,,hypothetical protein
CP020557.1||3_partial_1__00109,CP020557.1||3_partial_1,CP020557.1||3_partial_1_109,390,,phrog_3727,phrog,3727,,hypothetical protein
CP020557.1||3_partial_1__00110,CP020557.1||3_partial_1,CP020557.1||3_partial_1_110,333,,phrog_3502,phrog,3502,,hypothetical protein
CP020557.1||4_partial_1__00001,CP020557.1||4_partial_1,CP020557.1||4_partial_1_1,684,,phrog_151,phrog,151,,transposase
CP020557.1||4_partial_1__00002,CP020557.1||4_partial_1,CP020557.1||4_partial_1_2,744,,phrog_157,phrog,157,,transposase
CP020557.1||4_partial_1__00003,CP020557.1||4_partial_1,CP020557.1||4_partial_1_3,261,,phrog_37623,phrog,37623,,hypothetical protein
CP020557.1||4_partial_1__00004,CP020557.1||4_partial_1,CP020557.1||4_partial_1_4,549,,phrog_37475,phrog,37475,,hypothetical protein
CP020557.1||4_partial_1__00005,CP020557.1||4_partial_1,CP020557.1||4_partial_1_5,1089,,phrog_9159,phrog,9159,,hypothetical protein
CP020557.1||4_partial_1__00006,CP020557.1||4_partial_1,CP020557.1||4_partial_1_6,261,,,,,,hypothetical protein
CP020557.1||4_partial_1__00007,CP020557.1||4_partial_1,CP020557.1||4_partial_1_7,306,,phrog_984,phrog,984,,hypothetical protein
CP020557.1||4_partial_1__00008,CP020557.1||4_partial_1,CP020557.1||4_partial_1_8,240,,phrog_1299,phrog,1299,,holin
CP020557.1||4_partial_1__00009,CP020557.1||4_partial_1,CP020557.1||4_partial_1_9,675,,phrog_3088,phrog,3088,,amidase
CP020557.1||4_partial_1__00010,CP020557.1||4_partial_1,CP020557.1||4_partial_1_10,240,,phrog_2429,phrog,2429,,involved in bacteriocin production or immunity
CP020557.1||4_partial_1__00011,CP020557.1||4_partial_1,CP020557.1||4_partial_1_11,159,,phrog_5056,phrog,5056,,hypothetical protein
CP020557.1||4_partial_1__00012,CP020557.1||4_partial_1,CP020557.1||4_partial_1_12,396,,,,,,hypothetical protein
CP020557.1||4_partial_1__00013,CP020557.1||4_partial_1,CP020557.1||4_partial_1_13,1356,,phrog_12615,phrog,12615,,hypothetical protein
CP020557.1||4_partial_1__00014,CP020557.1||4_partial_1,CP020557.1||4_partial_1_14,279,,phrog_6293,phrog,6293,,hypothetical protein
CP020557.1||4_partial_1__00015,CP020557.1||4_partial_1,CP020557.1||4_partial_1_15,585,,phrog_521,phrog,521,,tail protein
CP020557.1||4_partial_1__00016,CP020557.1||4_partial_1,CP020557.1||4_partial_1_16,363,,phrog_1608,phrog,1608,,tail protein
CP020557.1||4_partial_1__00017,CP020557.1||4_partial_1,CP020557.1||4_partial_1_17,774,,phrog_6,phrog,6,,baseplate protein
CP020557.1||4_partial_1__00018,CP020557.1||4_partial_1,CP020557.1||4_partial_1_18,411,,phrog_120,phrog,120,,baseplate protein
CP020557.1||4_partial_1__00019,CP020557.1||4_partial_1,CP020557.1||4_partial_1_19,243,,phrog_579,phrog,579,,hypothetical protein
CP020557.1||4_partial_1__00020,CP020557.1||4_partial_1,CP020557.1||4_partial_1_20,984,,phrog_400,phrog,400,,tail protein
CP020557.1||4_partial_1__00021,CP020557.1||4_partial_1,CP020557.1||4_partial_1_21,639,,phrog_380,phrog,380,,endolysin
CP020557.1||4_partial_1__00022,CP020557.1||4_partial_1,CP020557.1||4_partial_1_22,2106,,phrog_1068,phrog,1068,,tail length tape measure protein
CP020557.1||4_partial_1__00023,CP020557.1||4_partial_1,CP020557.1||4_partial_1_23,171,,phrog_10943,phrog,10943,,hypothetical protein
CP020557.1||4_partial_1__00024,CP020557.1||4_partial_1,CP020557.1||4_partial_1_24,426,,phrog_389,phrog,389,,tail protein XkdN-like protein
CP020557.1||4_partial_1__00025,CP020557.1||4_partial_1,CP020557.1||4_partial_1_25,465,,phrog_365,phrog,365,,tail protein
CP020557.1||4_partial_1__00026,CP020557.1||4_partial_1,CP020557.1||4_partial_1_26,1332,,phrog_279,phrog,279,,tail sheath
CP020557.1||4_partial_1__00027,CP020557.1||4_partial_1,CP020557.1||4_partial_1_27,183,,phrog_966,phrog,966,,hypothetical protein
CP020557.1||4_partial_1__00028,CP020557.1||4_partial_1,CP020557.1||4_partial_1_28,411,,phrog_525,phrog,525,,hypothetical protein
CP020557.1||4_partial_1__00029,CP020557.1||4_partial_1,CP020557.1||4_partial_1_29,414,,phrog_5,phrog,5,,tail completion or Neck1 protein
CP020557.1||4_partial_1__00030,CP020557.1||4_partial_1,CP020557.1||4_partial_1_30,360,,phrog_615,phrog,615,,head-tail adaptor
CP020557.1||4_partial_1__00031,CP020557.1||4_partial_1,CP020557.1||4_partial_1_31,405,,phrog_132,phrog,132,,head-tail adaptor
CP020557.1||4_partial_1__00032,CP020557.1||4_partial_1,CP020557.1||4_partial_1_32,240,,,,,,hypothetical protein
CP020557.1||4_partial_1__00033,CP020557.1||4_partial_1,CP020557.1||4_partial_1_33,1047,,phrog_29,phrog,29,,major head protein
CP020557.1||4_partial_1__00034,CP020557.1||4_partial_1,CP020557.1||4_partial_1_34,357,,phrog_909,phrog,909,,major head protein
CP020557.1||4_partial_1__00035,CP020557.1||4_partial_1,CP020557.1||4_partial_1_35,624,,phrog_194,phrog,194,,head scaffolding protein
CP020557.1||4_partial_1__00036,CP020557.1||4_partial_1,CP020557.1||4_partial_1_36,1020,,phrog_115,phrog,115,,minor head protein
CP020557.1||4_partial_1__00037,CP020557.1||4_partial_1,CP020557.1||4_partial_1_37,1473,,phrog_64,phrog,64,,portal protein
CP020557.1||4_partial_1__00038,CP020557.1||4_partial_1,CP020557.1||4_partial_1_38,963,,phrog_5653,phrog,5653,,terminase large subunit
CP020557.1||4_partial_1__00039,CP020557.1||4_partial_1,CP020557.1||4_partial_1_39,744,,phrog_509,phrog,509,,terminase small subunit
CP020557.1||4_partial_1__00040,CP020557.1||4_partial_1,CP020557.1||4_partial_1_40,168,,,,,,hypothetical protein
CP020557.1||4_partial_1__00041,CP020557.1||4_partial_1,CP020557.1||4_partial_1_41,300,,,,,,hypothetical protein
CP020557.1||4_partial_1__00042,CP020557.1||4_partial_1,CP020557.1||4_partial_1_42,288,,phrog_419,phrog,419,,hypothetical protein
CP020557.1||4_partial_1__00043,CP020557.1||4_partial_1,CP020557.1||4_partial_1_43,204,,phrog_1454,phrog,1454,,hypothetical protein
CP020557.1||4_partial_1__00044,CP020557.1||4_partial_1,CP020557.1||4_partial_1_44,594,,phrog_248,phrog,248,,transcriptional activator
CP020557.1||4_partial_1__00045,CP020557.1||4_partial_1,CP020557.1||4_partial_1_45,543,,,,,,hypothetical protein
CP020557.1||4_partial_1__00046,CP020557.1||4_partial_1,CP020557.1||4_partial_1_46,177,,phrog_19268,phrog,19268,,hypothetical protein
CP020557.1||4_partial_1__00047,CP020557.1||4_partial_1,CP020557.1||4_partial_1_47,192,,phrog_1455,phrog,1455,,hypothetical protein
CP020557.1||4_partial_1__00048,CP020557.1||4_partial_1,CP020557.1||4_partial_1_48,159,,phrog_18759,phrog,18759,,hypothetical protein
CP020557.1||4_partial_1__00049,CP020557.1||4_partial_1,CP020557.1||4_partial_1_49,210,,,,,,hypothetical protein
CP020557.1||4_partial_1__00050,CP020557.1||4_partial_1,CP020557.1||4_partial_1_50,243,,,,,,hypothetical protein
CP020557.1||4_partial_1__00051,CP020557.1||4_partial_1,CP020557.1||4_partial_1_51,246,,,,,,hypothetical protein
CP020557.1||4_partial_1__00052,CP020557.1||4_partial_1,CP020557.1||4_partial_1_52,159,,phrog_18759,phrog,18759,,hypothetical protein
CP020557.1||4_partial_1__00053,CP020557.1||4_partial_1,CP020557.1||4_partial_1_53,312,,phrog_30569,phrog,30569,,hypothetical protein
CP020557.1||4_partial_1__00054,CP020557.1||4_partial_1,CP020557.1||4_partial_1_54,738,,,,,,hypothetical protein
CP020557.1||4_partial_1__00055,CP020557.1||4_partial_1,CP020557.1||4_partial_1_55,165,,phrog_25160,phrog,25160,,hypothetical protein
CP020557.1||4_partial_1__00056,CP020557.1||4_partial_1,CP020557.1||4_partial_1_56,1101,,phrog_351,phrog,351,,RNA polymerase sigma factor
CP020557.1||4_partial_1__00057,CP020557.1||4_partial_1,CP020557.1||4_partial_1_57,930,,phrog_363,phrog,363,,DNA methyltransferase
CP020557.1||4_partial_1__00058,CP020557.1||4_partial_1,CP020557.1||4_partial_1_58,369,,phrog_10273,phrog,10273,,hypothetical protein
CP020557.1||4_partial_1__00059,CP020557.1||4_partial_1,CP020557.1||4_partial_1_59,375,,phrog_34,phrog,34,,RusA-like Holliday junction resolvase
CP020557.1||4_partial_1__00060,CP020557.1||4_partial_1,CP020557.1||4_partial_1_60,210,,phrog_3356,phrog,3356,,transposase
CP020557.1||4_partial_1__00061,CP020557.1||4_partial_1,CP020557.1||4_partial_1_61,795,,phrog_50,phrog,50,,DnaC-like helicase loader
CP020557.1||4_partial_1__00062,CP020557.1||4_partial_1,CP020557.1||4_partial_1_62,936,,phrog_428,phrog,428,,replication initiation protein
CP020557.1||4_partial_1__00063,CP020557.1||4_partial_1,CP020557.1||4_partial_1_63,321,,phrog_7370,phrog,7370,,HNH endonuclease
CP020557.1||4_partial_1__00064,CP020557.1||4_partial_1,CP020557.1||4_partial_1_64,390,,phrog_15234,phrog,15234,,hypothetical protein
CP020557.1||4_partial_1__00065,CP020557.1||4_partial_1,CP020557.1||4_partial_1_65,405,,phrog_44,phrog,44,,single strand DNA binding protein
CP020557.1||4_partial_1__00066,CP020557.1||4_partial_1,CP020557.1||4_partial_1_66,549,,phrog_1227,phrog,1227,,exonuclease
CP020557.1||4_partial_1__00067,CP020557.1||4_partial_1,CP020557.1||4_partial_1_67,261,,phrog_1227,phrog,1227,,exonuclease
CP020557.1||4_partial_1__00068,CP020557.1||4_partial_1,CP020557.1||4_partial_1_68,891,,phrog_3657,phrog,3657,,hypothetical protein
CP020557.1||4_partial_1__00069,CP020557.1||4_partial_1,CP020557.1||4_partial_1_69,168,,phrog_12451,phrog,12451,,hypothetical protein
CP020557.1||4_partial_1__00070,CP020557.1||4_partial_1,CP020557.1||4_partial_1_70,171,,,,,,hypothetical protein
CP020557.1||4_partial_1__00071,CP020557.1||4_partial_1,CP020557.1||4_partial_1_71,135,,phrog_8406,phrog,8406,,hypothetical protein
CP020557.1||4_partial_1__00072,CP020557.1||4_partial_1,CP020557.1||4_partial_1_72,345,,phrog_8406,phrog,8406,,hypothetical protein
CP020557.1||4_partial_1__00073,CP020557.1||4_partial_1,CP020557.1||4_partial_1_73,744,,phrog_19483,phrog,19483,,hypothetical protein
CP020557.1||4_partial_1__00074,CP020557.1||4_partial_1,CP020557.1||4_partial_1_74,234,,,,,,hypothetical protein
CP020557.1||4_partial_1__00075,CP020557.1||4_partial_1,CP020557.1||4_partial_1_75,192,,,,,,hypothetical protein
CP020557.1||4_partial_1__00076,CP020557.1||4_partial_1,CP020557.1||4_partial_1_76,258,,,,,,hypothetical protein
CP020557.1||4_partial_1__00077,CP020557.1||4_partial_1,CP020557.1||4_partial_1_77,189,,,,,,hypothetical protein
CP020557.1||4_partial_1__00078,CP020557.1||4_partial_1,CP020557.1||4_partial_1_78,309,,phrog_14421,phrog,14421,,hypothetical protein
CP020557.1||4_partial_1__00079,CP020557.1||4_partial_1,CP020557.1||4_partial_1_79,756,,phrog_130,phrog,130,,anti-repressor Ant
CP020557.1||4_partial_1__00080,CP020557.1||4_partial_1,CP020557.1||4_partial_1_80,165,,,,,,hypothetical protein
CP020557.1||4_partial_1__00081,CP020557.1||4_partial_1,CP020557.1||4_partial_1_81,234,,phrog_4681,phrog,4681,,antitoxin from a toxin-antitoxin system
CP020557.1||4_partial_1__00082,CP020557.1||4_partial_1,CP020557.1||4_partial_1_82,222,,phrog_10535,phrog,10535,,hypothetical protein
CP020557.1||4_partial_1__00083,CP020557.1||4_partial_1,CP020557.1||4_partial_1_83,378,,phrog_13601,phrog,13601,,hypothetical protein
CP020557.1||4_partial_1__00084,CP020557.1||4_partial_1,CP020557.1||4_partial_1_84,264,,,,,,hypothetical protein
CP020557.1||4_partial_1__00085,CP020557.1||4_partial_1,CP020557.1||4_partial_1_85,201,,phrog_66,phrog,66,,excisionase and transcriptional regulator
CP020557.1||4_partial_1__00086,CP020557.1||4_partial_1,CP020557.1||4_partial_1_86,267,,phrog_34197,phrog,34197,,hypothetical protein
CP020557.1||4_partial_1__00087,CP020557.1||4_partial_1,CP020557.1||4_partial_1_87,882,,phrog_37705,phrog,37705,,hypothetical protein
CP020557.1||4_partial_1__00088,CP020557.1||4_partial_1,CP020557.1||4_partial_1_88,1218,,phrog_1,phrog,1,,integrase
CP020557.1||4_partial_1__00089,CP020557.1||4_partial_1,CP020557.1||4_partial_1_89,75,,,,,,tRNA-Val(gac)
CP020557.1||4_partial_1__00090,CP020557.1||4_partial_1,CP020557.1||4_partial_1_90,528,,,,,,hypothetical protein
CP020557.1||5_partial_1__00001,CP020557.1||5_partial_1,CP020557.1||5_partial_1_1,870,,phrog_2742,phrog,2742,,endolysin
CP020557.1||5_partial_1__00002,CP020557.1||5_partial_1,CP020557.1||5_partial_1_2,417,,phrog_199,phrog,199,,holin
CP020557.1||5_partial_1__00003,CP020557.1||5_partial_1,CP020557.1||5_partial_1_3,438,,phrog_5056,phrog,5056,,hypothetical protein
CP020557.1||5_partial_1__00004,CP020557.1||5_partial_1,CP020557.1||5_partial_1_4,2319,,phrog_12312,phrog,12312,,virion structural protein
CP020557.1||5_partial_1__00005,CP020557.1||5_partial_1,CP020557.1||5_partial_1_5,1458,,phrog_202,phrog,202,,distal tail protein Dit
CP020557.1||5_partial_1__00006,CP020557.1||5_partial_1,CP020557.1||5_partial_1_6,2916,,phrog_1533,phrog,1533,,tail length tape measure protein
CP020557.1||5_partial_1__00007,CP020557.1||5_partial_1,CP020557.1||5_partial_1_7,378,,phrog_18210,phrog,18210,,hypothetical protein
CP020557.1||5_partial_1__00008,CP020557.1||5_partial_1,CP020557.1||5_partial_1_8,549,,phrog_2175,phrog,2175,,protein with Ig domain protein
CP020557.1||5_partial_1__00009,CP020557.1||5_partial_1,CP020557.1||5_partial_1_9,375,,phrog_10344,phrog,10344,,minor head protein
CP020557.1||5_partial_1__00010,CP020557.1||5_partial_1,CP020557.1||5_partial_1_10,426,,,,,,hypothetical protein
CP020557.1||5_partial_1__00011,CP020557.1||5_partial_1,CP020557.1||5_partial_1_11,384,,phrog_10959,phrog,10959,,hypothetical protein
CP020557.1||5_partial_1__00012,CP020557.1||5_partial_1,CP020557.1||5_partial_1_12,936,,phrog_212,phrog,212,,major head protein
CP020557.1||5_partial_1__00013,CP020557.1||5_partial_1,CP020557.1||5_partial_1_13,636,,phrog_2303,phrog,2303,,head scaffolding protein
CP020557.1||5_partial_1__00014,CP020557.1||5_partial_1,CP020557.1||5_partial_1_14,864,,phrog_4611,phrog,4611,,minor head protein
CP020557.1||5_partial_1__00015,CP020557.1||5_partial_1,CP020557.1||5_partial_1_15,1212,,phrog_533,phrog,533,,portal protein
